,age,job,marital,education,balance,housing,duration,campaign,approval
476,48.0,blue-collar,married,secondary,149,yes,71.0,1,no
477,77.0,retired,married,tertiary,7802,no,421.0,1,yes
478,35.0,services,married,secondary,1453,yes,199.0,1,no
479,54.0,blue-collar,married,secondary,1480,yes,108.0,1,no
480,37.0,management,single,unknown,715,yes,247.0,2,no
481,56.0,management,single,secondary,237,yes,236.0,4,no
482,40.0,technician,married,secondary,694,yes,97.0,4,no
483,40.0,management,married,tertiary,0,no,109.0,8,no
484,54.0,management,married,tertiary,55,yes,112.0,2,no
485,55.0,housemaid,married,primary,136,yes,15.0,10,no
486,55.0,services,divorced,secondary,-404,yes,502.0,3,no
487,52.0,blue-collar,married,primary,779,yes,30.0,3,no
488,55.0,blue-collar,single,primary,1187,yes,193.0,2,no
489,33.0,management,married,tertiary,641,yes,347.0,2,no
490,52.0,blue-collar,married,unknown,826,yes,468.0,2,no
491,33.0,services,divorced,secondary,991,yes,148.0,1,no
492,53.0,admin.,married,secondary,1796,no,295.0,1,yes
493,46.0,admin.,married,secondary,22,no,388.0,6,yes
494,44.0,technician,single,secondary,244,yes,1735.0,4,yes
495,48.0,management,divorced,tertiary,1328,yes,339.0,1,no
496,50.0,housemaid,married,secondary,7317,yes,172.0,1,no
497,34.0,technician,single,secondary,4943,yes,117.0,2,no
498,38.0,technician,single,secondary,258,no,587.0,2,no
499,42.0,management,single,tertiary,515,yes,501.0,2,no
500,32.0,management,single,tertiary,12607,no,203.0,5,no
501,58.0,admin.,married,secondary,2,yes,282.0,9,no
502,31.0,management,married,tertiary,13,no,110.0,5,no
503,19.0,student,single,primary,103,no,104.0,2,yes
504,41.0,management,married,tertiary,3872,no,231.0,1,no
505,31.0,unemployed,married,secondary,296,yes,378.0,3,no
506,52.0,self-employed,single,primary,217,no,193.0,6,no
507,42.0,self-employed,divorced,tertiary,360,yes,110.0,5,no
508,41.0,blue-collar,single,secondary,428,yes,92.0,1,no
509,30.0,blue-collar,single,secondary,315,no,1407.0,1,yes
510,38.0,blue-collar,married,secondary,121,yes,168.0,1,no
511,32.0,management,married,tertiary,820,yes,738.0,3,no
512,52.0,technician,married,secondary,195,yes,220.0,1,yes
513,48.0,management,divorced,tertiary,108,yes,89.0,2,no
514,36.0,management,married,tertiary,-381,yes,30.0,29,no
515,45.0,unemployed,divorced,primary,757,no,103.0,1,no
516,34.0,technician,married,tertiary,691,yes,70.0,1,no
517,36.0,blue-collar,married,primary,1925,yes,904.0,2,yes
518,34.0,management,married,tertiary,902,yes,159.0,1,no
519,61.0,retired,married,secondary,5207,no,336.0,1,no
520,54.0,services,married,secondary,0,no,220.0,1,no
521,50.0,entrepreneur,married,secondary,665,no,238.0,1,no
522,43.0,admin.,divorced,secondary,738,yes,585.0,4,no
523,47.0,blue-collar,married,primary,233,no,293.0,3,no
524,45.0,services,married,secondary,-839,yes,68.0,1,no
525,57.0,retired,married,primary,5799,no,97.0,1,no
526,27.0,admin.,married,secondary,1033,yes,1713.0,1,no
527,49.0,unemployed,divorced,secondary,66,no,218.0,3,no
528,43.0,services,married,primary,2567,yes,109.0,1,no
529,40.0,management,married,tertiary,1584,yes,661.0,1,no
530,32.0,services,single,secondary,182,yes,145.0,1,no
531,58.0,management,married,primary,76,yes,54.0,4,no
532,34.0,admin.,single,secondary,663,yes,111.0,1,no
533,46.0,technician,divorced,secondary,3455,yes,566.0,2,no
534,29.0,blue-collar,married,secondary,15,no,136.0,1,no
535,52.0,blue-collar,married,primary,1054,no,273.0,1,no
536,45.0,management,married,tertiary,1529,no,160.0,1,no
537,26.0,management,single,secondary,63,no,76.0,4,no
538,40.0,technician,married,tertiary,0,no,44.0,1,no
539,41.0,admin.,married,secondary,920,yes,239.0,1,no
540,47.0,admin.,single,secondary,3696,no,250.0,2,yes
541,27.0,technician,single,unknown,59,no,792.0,4,no
542,27.0,services,married,secondary,0,yes,198.0,13,no
543,48.0,blue-collar,married,secondary,157,yes,73.0,1,no
544,49.0,admin.,married,secondary,2465,no,157.0,3,no
545,35.0,blue-collar,married,primary,0,yes,90.0,6,no
546,47.0,self-employed,married,secondary,2,no,236.0,2,no
547,54.0,management,married,tertiary,0,no,118.0,5,no
548,39.0,management,single,tertiary,12437,no,40.0,1,no
549,28.0,student,single,secondary,378,yes,346.0,1,no
550,54.0,blue-collar,married,primary,211,no,200.0,2,no
551,34.0,technician,married,secondary,-228,yes,187.0,3,no
552,63.0,retired,married,secondary,2747,no,113.0,1,no
553,42.0,self-employed,married,tertiary,1932,yes,192.0,32,no
554,43.0,technician,single,secondary,11269,no,92.0,1,no
555,37.0,admin.,married,secondary,1314,yes,682.0,2,no
556,55.0,blue-collar,married,primary,2275,no,139.0,9,no
557,43.0,management,single,tertiary,1304,no,501.0,2,yes
558,41.0,blue-collar,married,secondary,720,no,651.0,1,yes
559,47.0,technician,divorced,secondary,2914,yes,405.0,13,no
560,34.0,technician,married,secondary,1464,yes,350.0,1,no
561,28.0,student,single,secondary,11555,no,125.0,2,no
562,36.0,services,married,secondary,-302,yes,36.0,2,no
563,50.0,technician,married,secondary,2497,yes,35.0,1,no
564,35.0,blue-collar,married,secondary,-339,yes,389.0,2,no
565,40.0,technician,married,secondary,56,yes,194.0,1,no
566,26.0,self-employed,single,tertiary,211,no,168.0,3,no
567,36.0,management,divorced,tertiary,3611,yes,347.0,3,no
568,59.0,unemployed,married,primary,0,no,3025.0,2,no
569,28.0,student,single,secondary,459,no,83.0,13,no
570,46.0,entrepreneur,married,unknown,242,yes,332.0,2,no
571,50.0,self-employed,married,secondary,1138,no,219.0,10,no
572,53.0,management,married,tertiary,1319,yes,427.0,1,no
573,81.0,retired,married,secondary,1,no,65.0,5,no
574,35.0,services,divorced,secondary,67,yes,192.0,2,no
575,58.0,retired,married,unknown,937,no,155.0,1,no
576,44.0,services,married,secondary,0,yes,161.0,1,no
577,38.0,management,married,tertiary,-558,yes,533.0,1,no
578,49.0,blue-collar,married,secondary,171,no,19.0,3,no
579,33.0,technician,single,tertiary,696,no,193.0,1,no
580,29.0,management,married,tertiary,361,yes,819.0,3,no
581,28.0,technician,single,secondary,227,no,278.0,1,yes
582,31.0,admin.,married,secondary,236,yes,211.0,3,no
583,33.0,management,single,tertiary,-53,no,617.0,2,no
584,52.0,technician,married,secondary,192,yes,61.0,2,no
585,43.0,management,divorced,tertiary,38,yes,197.0,6,no
586,32.0,self-employed,single,secondary,518,yes,34.0,7,no
587,36.0,self-employed,married,tertiary,16,yes,95.0,4,no
588,41.0,blue-collar,married,secondary,-256,yes,147.0,2,no
589,43.0,blue-collar,married,secondary,105,no,668.0,2,no
590,45.0,self-employed,married,tertiary,334,no,87.0,2,no
591,39.0,technician,married,secondary,1048,no,405.0,1,no
592,41.0,services,married,secondary,108,yes,83.0,7,no
593,31.0,technician,married,secondary,660,no,115.0,1,no
594,37.0,unemployed,single,tertiary,0,yes,108.0,1,no
595,28.0,entrepreneur,married,unknown,1034,no,113.0,1,no
596,47.0,housemaid,married,primary,201,yes,58.0,2,no
597,37.0,housemaid,married,primary,189,no,148.0,4,no
598,60.0,retired,divorced,unknown,-49,yes,188.0,1,no
599,43.0,technician,divorced,secondary,1413,yes,75.0,3,no
600,58.0,retired,divorced,tertiary,264,yes,523.0,3,no
601,52.0,entrepreneur,married,tertiary,54,yes,103.0,1,no
602,50.0,blue-collar,married,primary,12519,yes,146.0,2,no
603,32.0,services,single,secondary,2881,no,356.0,1,yes
604,42.0,blue-collar,married,primary,0,yes,71.0,1,no
605,31.0,admin.,married,secondary,88,yes,189.0,2,no
606,28.0,blue-collar,married,secondary,1020,yes,251.0,1,no
607,36.0,technician,divorced,tertiary,119,no,127.0,8,no
608,51.0,unemployed,single,tertiary,1594,no,197.0,1,no
609,46.0,technician,married,tertiary,342,yes,84.0,1,no
610,50.0,services,single,secondary,72,no,141.0,2,no
611,32.0,blue-collar,married,secondary,14,yes,171.0,1,no
612,26.0,entrepreneur,single,tertiary,81,no,262.0,3,no
613,41.0,self-employed,married,tertiary,231,no,352.0,2,yes
614,39.0,technician,married,tertiary,1161,yes,236.0,1,no
615,31.0,blue-collar,married,secondary,-45,yes,184.0,1,no
616,28.0,management,single,tertiary,231,yes,568.0,2,no
617,31.0,management,single,secondary,36,no,105.0,2,no
618,30.0,technician,married,tertiary,1570,yes,260.0,1,no
619,35.0,technician,married,tertiary,7050,no,222.0,3,yes
620,33.0,blue-collar,married,primary,3704,yes,447.0,2,no
621,30.0,technician,single,tertiary,6619,yes,239.0,8,no
622,32.0,blue-collar,single,secondary,-84,yes,426.0,1,no
623,40.0,management,single,tertiary,1509,no,333.0,1,no
624,31.0,self-employed,married,tertiary,1134,no,174.0,2,no
625,36.0,technician,married,secondary,146,yes,284.0,2,no
626,33.0,management,single,tertiary,9449,yes,428.0,1,no
627,57.0,retired,married,secondary,374,yes,236.0,1,no
628,45.0,technician,married,secondary,88,no,150.0,2,no
629,59.0,management,married,tertiary,2764,no,237.0,1,no
630,30.0,management,single,tertiary,2,yes,1031.0,8,yes
631,33.0,technician,married,tertiary,8023,no,107.0,1,no
632,52.0,blue-collar,married,secondary,289,yes,45.0,13,no
633,83.0,retired,married,secondary,0,no,140.0,10,no
634,58.0,self-employed,divorced,tertiary,1382,no,700.0,1,yes
635,33.0,management,divorced,tertiary,280,no,155.0,1,no
636,41.0,blue-collar,divorced,primary,2195,yes,211.0,5,no
637,31.0,self-employed,married,secondary,33,no,165.0,4,no
638,35.0,blue-collar,divorced,secondary,275,no,144.0,5,no
639,27.0,management,single,tertiary,703,yes,590.0,3,yes
640,57.0,admin.,divorced,unknown,887,no,43.0,8,no
641,56.0,unknown,married,unknown,0,no,471.0,2,no
642,53.0,admin.,single,secondary,1178,yes,295.0,2,no
643,39.0,management,married,tertiary,2763,yes,526.0,2,yes
644,32.0,entrepreneur,single,tertiary,890,yes,27.0,10,no
645,46.0,self-employed,married,secondary,548,no,1181.0,4,yes
646,56.0,technician,married,tertiary,272,no,103.0,2,no
647,46.0,management,divorced,tertiary,6269,yes,249.0,3,no
648,29.0,entrepreneur,married,secondary,178,yes,231.0,4,no
649,60.0,management,married,primary,252,yes,123.0,2,no
650,33.0,housemaid,single,tertiary,23663,yes,199.0,2,no
651,27.0,entrepreneur,single,tertiary,81,no,197.0,1,no
652,50.0,self-employed,divorced,tertiary,59,yes,67.0,2,no
653,45.0,services,married,secondary,1343,no,220.0,1,no
654,58.0,retired,married,secondary,225,no,122.0,6,no
655,59.0,retired,married,primary,0,yes,104.0,7,no
656,58.0,retired,divorced,primary,2538,yes,307.0,6,no
657,64.0,retired,married,primary,43,no,117.0,1,no
658,47.0,technician,married,secondary,57,no,253.0,1,no
659,40.0,management,married,tertiary,-117,yes,770.0,2,no
660,36.0,technician,divorced,secondary,666,yes,190.0,1,no
661,28.0,management,single,tertiary,0,yes,767.0,5,yes
662,38.0,technician,single,tertiary,25,yes,232.0,2,yes
663,53.0,entrepreneur,married,primary,1034,yes,854.0,2,no
664,46.0,blue-collar,single,secondary,324,yes,293.0,6,no
665,54.0,technician,married,secondary,0,no,986.0,1,no
666,32.0,management,married,tertiary,0,no,66.0,1,no
667,55.0,management,married,primary,621,no,114.0,1,no
668,55.0,retired,divorced,secondary,138,no,205.0,1,no
669,56.0,technician,married,secondary,4063,no,31.0,4,no
670,40.0,blue-collar,married,secondary,11084,no,113.0,1,no
671,44.0,technician,married,secondary,310,yes,200.0,1,no
672,32.0,entrepreneur,married,unknown,73,yes,158.0,1,no
673,33.0,management,married,tertiary,1808,yes,99.0,4,no
674,41.0,unemployed,divorced,secondary,1281,no,45.0,3,no
675,37.0,technician,married,secondary,64,yes,239.0,4,no
676,58.0,management,single,tertiary,2,yes,168.0,3,no
677,52.0,blue-collar,married,secondary,60,no,196.0,2,no
678,49.0,services,single,secondary,133,no,319.0,6,no
679,44.0,housemaid,married,primary,3706,no,209.0,3,no
680,28.0,admin.,single,unknown,174,no,184.0,1,no
681,31.0,technician,married,secondary,251,no,156.0,2,no
682,37.0,self-employed,married,secondary,4153,yes,35.0,16,no
683,30.0,technician,single,tertiary,985,yes,88.0,2,no
684,28.0,services,single,secondary,168,no,347.0,3,yes
685,46.0,services,married,secondary,1550,yes,126.0,2,no
686,47.0,management,married,tertiary,7708,yes,157.0,5,no
687,35.0,blue-collar,married,primary,-12,yes,212.0,5,no
688,80.0,management,married,primary,6483,no,123.0,1,no
689,30.0,technician,single,tertiary,60,yes,306.0,5,no
690,55.0,technician,single,secondary,3339,yes,63.0,1,no
691,22.0,student,single,tertiary,1161,no,119.0,1,no
692,33.0,blue-collar,single,primary,599,yes,29.0,1,no
693,53.0,entrepreneur,married,unknown,28,no,117.0,2,no
694,49.0,management,married,tertiary,1430,no,231.0,2,no
695,51.0,retired,married,secondary,35,no,123.0,4,no
696,41.0,self-employed,married,tertiary,6000,yes,265.0,1,no
697,34.0,technician,married,secondary,0,yes,144.0,1,no
698,36.0,blue-collar,single,secondary,340,no,559.0,3,no
699,35.0,entrepreneur,married,tertiary,0,no,74.0,1,no
700,29.0,services,married,secondary,3,yes,183.0,1,no
701,40.0,technician,single,tertiary,445,yes,631.0,1,no
702,32.0,management,divorced,tertiary,874,no,1282.0,6,yes
703,48.0,blue-collar,married,secondary,705,no,108.0,2,no
704,59.0,retired,married,unknown,1033,no,1199.0,1,yes
705,35.0,self-employed,divorced,tertiary,1354,yes,736.0,2,yes
706,33.0,technician,single,tertiary,123,no,264.0,1,no
707,55.0,retired,married,primary,8894,no,262.0,1,no
708,41.0,blue-collar,married,secondary,429,yes,244.0,1,no
709,42.0,housemaid,married,primary,14752,no,107.0,2,no
710,46.0,blue-collar,married,primary,67,no,9.0,1,no
711,35.0,housemaid,divorced,secondary,39,no,149.0,2,no
712,28.0,technician,single,tertiary,102,no,321.0,2,no
713,25.0,student,single,secondary,1790,no,224.0,1,no
714,56.0,management,single,tertiary,15311,no,157.0,6,no
715,30.0,admin.,single,secondary,-635,no,250.0,1,no
716,45.0,blue-collar,married,secondary,115,no,209.0,4,no
717,40.0,management,married,tertiary,10786,no,111.0,3,no
718,40.0,blue-collar,married,secondary,498,yes,55.0,2,no
719,39.0,blue-collar,married,secondary,1045,yes,290.0,13,no
720,48.0,entrepreneur,married,tertiary,810,no,383.0,1,no
721,31.0,technician,single,tertiary,-162,yes,380.0,1,no
722,32.0,management,married,tertiary,55,no,124.0,3,no
723,34.0,services,married,secondary,586,yes,224.0,2,no
724,26.0,technician,single,secondary,455,no,240.0,1,no
725,31.0,management,married,tertiary,1010,yes,385.0,3,no
726,37.0,management,single,tertiary,509,yes,133.0,1,no
727,29.0,student,single,unknown,2929,no,91.0,1,no
728,57.0,technician,married,secondary,3071,yes,63.0,3,no
729,47.0,management,single,tertiary,153,yes,192.0,2,no
730,38.0,self-employed,single,secondary,1146,yes,91.0,2,no
731,48.0,blue-collar,married,primary,1092,no,79.0,1,no
732,50.0,management,married,tertiary,3463,no,96.0,1,yes
733,33.0,admin.,married,secondary,1158,yes,25.0,2,no
734,28.0,admin.,single,secondary,26,yes,227.0,2,no
735,30.0,services,single,secondary,566,no,110.0,1,no
736,52.0,technician,divorced,secondary,204,no,134.0,2,no
737,36.0,technician,married,secondary,480,no,213.0,1,yes
738,36.0,technician,single,secondary,1855,yes,75.0,1,no
739,46.0,services,married,secondary,1034,no,109.0,2,no
740,57.0,management,married,tertiary,3250,no,162.0,3,no
741,28.0,management,single,secondary,1633,no,275.0,1,yes
742,46.0,services,married,secondary,0,yes,154.0,1,no
743,55.0,retired,married,primary,3334,no,632.0,4,yes
744,33.0,management,married,tertiary,4020,yes,251.0,1,no
745,53.0,management,married,secondary,66,no,141.0,1,no
746,41.0,technician,single,secondary,-41,yes,154.0,1,no
747,60.0,blue-collar,married,secondary,322,yes,63.0,1,no
748,35.0,entrepreneur,married,primary,2643,no,259.0,1,no
749,43.0,blue-collar,divorced,primary,49,yes,100.0,1,no
750,57.0,admin.,divorced,primary,1,no,17.0,10,no
751,46.0,admin.,married,secondary,3098,yes,192.0,9,no
752,31.0,blue-collar,married,primary,352,yes,97.0,9,no
753,53.0,technician,married,secondary,65,no,41.0,2,no
754,35.0,blue-collar,married,secondary,1949,yes,200.0,3,no
755,32.0,admin.,single,secondary,739,yes,91.0,3,no
756,48.0,management,married,tertiary,1167,yes,264.0,1,yes
757,50.0,admin.,married,secondary,231,yes,397.0,2,no
758,40.0,blue-collar,married,primary,1136,yes,86.0,1,no
759,42.0,entrepreneur,married,tertiary,233,no,446.0,1,no
760,59.0,admin.,married,secondary,817,no,304.0,1,no
761,27.0,blue-collar,single,primary,1128,yes,88.0,4,no
762,32.0,management,single,tertiary,1831,yes,86.0,2,no
763,35.0,technician,single,secondary,450,yes,63.0,1,no
764,28.0,services,married,secondary,0,yes,335.0,2,no
765,37.0,management,divorced,secondary,414,no,293.0,2,no
766,57.0,management,married,primary,1052,yes,227.0,4,no
767,42.0,admin.,single,secondary,1022,yes,146.0,2,no
768,55.0,admin.,married,primary,343,yes,276.0,3,no
769,52.0,management,married,tertiary,1944,yes,238.0,3,no
770,26.0,blue-collar,single,secondary,-32,yes,14.0,6,no
771,52.0,technician,married,secondary,1781,yes,144.0,2,no
772,26.0,management,single,tertiary,350,no,367.0,1,no
773,33.0,unemployed,married,secondary,2,yes,132.0,1,no
774,24.0,blue-collar,single,primary,111,yes,42.0,4,no
775,37.0,management,divorced,tertiary,168,yes,227.0,1,no
776,28.0,technician,single,secondary,3,no,40.0,8,no
777,30.0,technician,single,secondary,102,yes,614.0,2,no
778,33.0,blue-collar,married,primary,0,yes,270.0,1,no
779,55.0,unknown,married,primary,159,no,15.0,1,no
780,33.0,blue-collar,married,secondary,1134,yes,304.0,2,no
781,42.0,blue-collar,married,secondary,352,yes,79.0,3,no
782,37.0,management,married,tertiary,865,yes,101.0,1,no
783,59.0,blue-collar,married,primary,179,yes,55.0,3,no
784,27.0,blue-collar,single,secondary,5,yes,205.0,3,no
785,23.0,student,married,tertiary,-230,yes,259.0,2,no
786,51.0,management,divorced,tertiary,0,no,60.0,2,no
787,50.0,blue-collar,married,primary,3924,yes,122.0,2,no
788,43.0,technician,married,secondary,764,yes,557.0,5,no
789,37.0,blue-collar,divorced,primary,511,yes,42.0,1,no
790,34.0,management,single,tertiary,4348,yes,373.0,8,no
791,41.0,management,married,tertiary,3016,yes,80.0,3,no
792,26.0,student,single,secondary,279,no,239.0,3,no
793,49.0,management,divorced,tertiary,1405,no,29.0,1,no
794,29.0,blue-collar,single,secondary,908,yes,1663.0,1,yes
795,30.0,management,single,tertiary,162,yes,186.0,4,no
796,38.0,services,divorced,secondary,792,no,430.0,1,no
797,58.0,management,married,secondary,111,no,58.0,2,no
798,34.0,student,single,unknown,1281,no,279.0,1,no
799,53.0,services,divorced,unknown,1012,yes,332.0,2,no
